"path","bytes","status","signer_subject","has_timestamp","sha256","package"
"site-packages\scipy\optimize\_trlib\_trlib.cp312-win_amd64.pyd","207872","NotSigned","","no","5A24CA0F7984CFCE5AB7B0DE61BD4D4F61593D1DA1817D4CD168061CEE3BC99C","scipy"
"site-packages\scipy\optimize\_zeros.cp312-win_amd64.pyd","23040","NotSigned","","no","8D1797A4CF71C48E1C22D38DAFEB4CDD9BF882D7C59A16B2D9670A1A0A1808C2","scipy"
"site-packages\scipy\optimize\cython_optimize\_zeros.cp312-win_amd64.pyd","83456","NotSigned","","no","3B699E1493DE8CA3ACD9A31EAFACB5C2BDCD6F11DFB79F761628935D664ED9A6","scipy"
"site-packages\scipy\signal\_max_len_seq_inner.cp312-win_amd64.pyd","979968","NotSigned","","no","54EFEE1488634C9367E17C4F7C93F2C7B204A1EC860A89E2C1F02855B8AA2106","scipy"
"site-packages\scipy\signal\_peak_finding_utils.cp312-win_amd64.pyd","137728","NotSigned","","no","275F93BEF335982CD28089EF7F234585828F0FD6E4EE4400A467EBE768F0E2C3","scipy"
"site-packages\scipy\signal\_sigtools.cp312-win_amd64.pyd","119296","NotSigned","","no","843010BBEA19DF62B4D79F63A443B219258E7722CA9865D4B592A4E27EBE80C1","scipy"
"site-packages\scipy\signal\_sosfilt.cp312-win_amd64.pyd","110080","NotSigned","","no","2CE1F4F1039E89A75D2D181C313CE80FAC8EB285B8C33C0CA2ED8C4CB11F516C","scipy"
"site-packages\scipy\signal\_spline.cp312-win_amd64.pyd","59392","NotSigned","","no","F82CA6BE35DB51C0E5665E2F98A3B3699F7A5A654E205474A77D2214C335FFE5","scipy"
"site-packages\scipy\signal\_upfirdn_apply.cp312-win_amd64.pyd","193024","NotSigned","","no","B4E7CCB7CF4CF5AF0D0C774E1E64FFE8E525028DF3BE2755E6EF30C7D18AB9FF","scipy"
"site-packages\scipy\sparse\_csparsetools.cp312-win_amd64.pyd","406528","NotSigned","","no","AED673D21BB62C5C21448C954439522629E6AEBA99E031CA60F45731358D2162","scipy"
"site-packages\scipy\sparse\_sparsetools.cp312-win_amd64.pyd","4239360","NotSigned","","no","C582D431DCC2E3F6863DE23C1BA875EB88A88B8BA9BDA833C15CB0EBA306010E","scipy"
"site-packages\scipy\sparse\csgraph\_flow.cp312-win_amd64.pyd","185856","NotSigned","","no","CE057155684CA47B9D27C0F7385E272EAE38EA433D642E5C357333CDC7528D04","scipy"
"site-packages\scipy\sparse\csgraph\_matching.cp312-win_amd64.pyd","183296","NotSigned","","no","9023DF3BDAEB6AEDB9A10803C14E10CB12AFDC58C29E82C753BB364426138A6F","scipy"
"site-packages\scipy\sparse\csgraph\_min_spanning_tree.cp312-win_amd64.pyd","104448","NotSigned","","no","18425046FB2DE5D66E0C2505CE117FFD8CDD2DC205DFA8B01764F4C2EBCCC5AC","scipy"
"site-packages\scipy\sparse\csgraph\_reordering.cp312-win_amd64.pyd","152576","NotSigned","","no","573CF78E0D4A66FD11B49B2A33ED020503AFB4AECE6D703AD08E4830226B6418","scipy"
"site-packages\scipy\sparse\csgraph\_shortest_path.cp312-win_amd64.pyd","657408","NotSigned","","no","C26246270D52776546DA89396C8126C906D8B6FE9DFB9C011915E1CFA47F4A6C","scipy"
"site-packages\scipy\sparse\csgraph\_tools.cp312-win_amd64.pyd","159232","NotSigned","","no","D0F89D2F11AFEEA1D8EE26B2FF68DAEBBEF7060306E6BEFC05CADCA870A8B09B","scipy"
"site-packages\scipy\sparse\csgraph\_traversal.cp312-win_amd64.pyd","504320","NotSigned","","no","4051D206A9080264C95ED2C76E060ABD2A7631B34F3A1A4F4FDF7CF0842AD8E1","scipy"
"site-packages\scipy\sparse\linalg\_dsolve\_superlu.cp312-win_amd64.pyd","425984","NotSigned","","no","44A265B0BF2B4C6E278799A0DE9A34FD7CFFFD595CB8733736765402781E18BC","scipy"
"site-packages\scipy\sparse\linalg\_eigen\arpack\_arpacklib.cp312-win_amd64.pyd","223232","NotSigned","","no","E984176605364E73CC249BBBA86424E52DA831E6A148B865C1DEF3690F3A696F","scipy"
"site-packages\scipy\sparse\linalg\_propack.cp312-win_amd64.pyd","166912","NotSigned","","no","FAF5C9659A05DF0D712632F44BAA6ACC6537C3F4177EED2015839C701A1B70B1","scipy"
"site-packages\scipy\spatial\_ckdtree.cp312-win_amd64.pyd","863232","NotSigned","","no","C7BA13C929C2CC4CF29BEC12C35176575DFCD7AB52AF3AD850D8262BCE0E1CAB","scipy"
"site-packages\scipy\spatial\_distance_pybind.cp312-win_amd64.pyd","1479168","NotSigned","","no","3F7567C238CA2970586CE8A7A22420053C009F9BE1113CB2CB59CCBDE2411B64","scipy"
"site-packages\scipy\spatial\_distance_wrap.cp312-win_amd64.pyd","128512","NotSigned","","no","EB9331555F5E41913CF427588277FD54AE6ABB6E84A67FEB66E103EFCF3D3967","scipy"
"site-packages\scipy\spatial\_hausdorff.cp312-win_amd64.pyd","94208","NotSigned","","no","E475C94DBB2E89A0349135BE436579C718BA51A288709E183F33BA4A3A4C4698","scipy"
"site-packages\scipy\spatial\_qhull.cp312-win_amd64.pyd","871936","NotSigned","","no","0FDA7B02882CF95AC6E870B4472837366AFE8BB45DA148C9C7A91FE7F8678F47","scipy"
"site-packages\scipy\spatial\_voronoi.cp312-win_amd64.pyd","88064","NotSigned","","no","C77DF5FEAF55AB9C54EF5290E6D5AF51E3B92729841EA9DB1C6EA9F21410CC84","scipy"
"site-packages\scipy\spatial\transform\_rigid_transform_cy.cp312-win_amd64.pyd","236032","NotSigned","","no","7243E5BE688306C3C024AEF4372E8B7CBCB17880EDCE50838815D55758EEC7B1","scipy"
"site-packages\scipy\spatial\transform\_rotation_cy.cp312-win_amd64.pyd","523776","NotSigned","","no","3F9C4835B41355056DFC8E9A0070931EDD5F7866063EF9623338A20411F14CD9","scipy"
"site-packages\scipy\special\_comb.cp312-win_amd64.pyd","48128","NotSigned","","no","B11317038ABA00D901591974E3FF3866BE148424300E7324684729AF94F5D178","scipy"
"site-packages\scipy\special\_ellip_harm_2.cp312-win_amd64.pyd","133632","NotSigned","","no","86DF2B3AA07F1FB3FA2849D63A0CC133099A518BF164465360099B1F088C5FE5","scipy"
"site-packages\scipy\special\_gufuncs.cp312-win_amd64.pyd","937984","NotSigned","","no","3A0B65590282876BE90BCBF6C4E7A0E407FAAB76F2CF8F99FB7ADB715D136C65","scipy"
"site-packages\scipy\special\_specfun.cp312-win_amd64.pyd","311296","NotSigned","","no","57218E37F6C0AC1DA054745868E6E962E210013AA50D614C80850599A1EE9629","scipy"
"site-packages\scipy\special\_special_ufuncs.cp312-win_amd64.pyd","1630720","NotSigned","","no","7B8968E440AA7D613F0D90F5994F7C72268679409E0EA40685532452383A3CAC","scipy"
"site-packages\scipy\special\_test_internal.cp312-win_amd64.pyd","96256","NotSigned","","no","EB45951F62EB87DF00EC1142134FA1397016D2AA852428D1F6104FF8519C3C48","scipy"
"site-packages\scipy\special\_ufuncs.cp312-win_amd64.pyd","1434624","NotSigned","","no","4EE53D84CD5FFF84E7C82292AA3E986A91F0309B1952AE800FCB2AF68FB2161D","scipy"
"site-packages\scipy\special\_ufuncs_cxx.cp312-win_amd64.pyd","2673664","NotSigned","","no","11A9CDB4608A02BFEF01F68F73AA033BA0E6474A2D9527CD300F0410E9C87F46","scipy"
"site-packages\scipy\special\cython_special.cp312-win_amd64.pyd","2271744","NotSigned","","no","4F7B6A5E901044B8EE82BF45A09129598DA71478C962E661127CEE0549FB9E9F","scipy"
"site-packages\scipy\stats\_ansari_swilk_statistics.cp312-win_amd64.pyd","107008","NotSigned","","no","6BD2D42B8E6D22A1D4C4EC4AF90AEE02B8DC6FBAEB0ACD62A6319C0797D4B3D5","scipy"
"site-packages\scipy\stats\_biasedurn.cp312-win_amd64.pyd","374784","NotSigned","","no","6CD89CD9C564E82D07576CCFC7C9447DF4ED2E4EFCE6060228EA6198DCB5D6E7","scipy"
"site-packages\scipy\stats\_levy_stable\levyst.cp312-win_amd64.pyd","46080","NotSigned","","no","17265C24B0978D827B8366F706A54CB005FC8939422CBF0405443BBC66435B4A","scipy"
"site-packages\scipy\stats\_qmc_cy.cp312-win_amd64.pyd","1071616","NotSigned","","no","46CD196028DF91704BE4EA927178425CB5D83B5041C8CD190163FE038C8CED29","scipy"
"site-packages\scipy\stats\_qmvnt_cy.cp312-win_amd64.pyd","127488","NotSigned","","no","9B9B0CC4916000266C426460D99C8F1BB9388727BA029BDA6CF19D7C78CF607E","scipy"
"site-packages\scipy\stats\_rcont\rcont.cp312-win_amd64.pyd","111616","NotSigned","","no","FCFEB902482D2ED3F1CF8733C0E86DF4FA9210B51E18BD39B3B34B1E1BACE8B9","scipy"
"site-packages\scipy\stats\_sobol.cp312-win_amd64.pyd","168960","NotSigned","","no","EE5FCD62C8D7F327AAFF3D43EE84AC95D5C507FFCFA795D2EEABA615A33F504A","scipy"
"site-packages\scipy\stats\_stats.cp312-win_amd64.pyd","453632","NotSigned","","no","93D050E77912AEC0DB0CAE5D283298A3C0C69910E7E8918A2043E877A632D3A9","scipy"
"site-packages\scipy\stats\_stats_pythran.cp312-win_amd64.pyd","1044992","NotSigned","","no","94A6B599BAACD810A57746517FFC56741A9173DEFD611983553204FFD3AD0128","scipy"
"site-packages\scipy\stats\_unuran\unuran_wrapper.cp312-win_amd64.pyd","1265152","NotSigned","","no","4CBD1E282D233975E2436E4ADED18F57DC3C99C4BA69380D1FE6E3A18ACAF316","scipy"
"site-packages\scipy.libs\libscipy_openblas-197ee2fc9b4d071f7e048078cac74115.dll","20262912","NotSigned","","no","197EE2FC9B4D071F7E048078CAC741151A6585D871061CF5F88C0C73E31963A5","scipy.libs"
"site-packages\sentencepiece\_sentencepiece.cp312-win_amd64.pyd","1459712","NotSigned","","no","6FB545D1295CB7A4E87AE1884EA0EB3775D8261CAED4132D1DB5266B113BB781","sentencepiece"
"site-packages\setuptools\cli.exe","11776","NotSigned","","no","32ACC1BC543116CBE2CFF10CB867772DF2F254FF2634C870AEF0B46C4B696FDB","setuptools"
"site-packages\setuptools\cli-32.exe","11776","NotSigned","","no","32ACC1BC543116CBE2CFF10CB867772DF2F254FF2634C870AEF0B46C4B696FDB","setuptools"
"site-packages\setuptools\cli-64.exe","14336","NotSigned","","no","BBB3DE5707629E6A60A0C238CD477B28F07F0066982FDA953FA6FCEC39073A4A","setuptools"
"site-packages\setuptools\cli-arm64.exe","13824","NotSigned","","no","B9A7D08DA880DFAC8BCF548EBA4B06FB59B6F09B17D33148A0F6618328926C61","setuptools"
"site-packages\setuptools\gui.exe","11776","NotSigned","","no","85DAE1E95D77845F2CB59BCAC3D4AFE74BBE4C91A9BCC5BF4A71CD43104DBE7C","setuptools"
"site-packages\setuptools\gui-32.exe","11776","NotSigned","","no","85DAE1E95D77845F2CB59BCAC3D4AFE74BBE4C91A9BCC5BF4A71CD43104DBE7C","setuptools"
"site-packages\setuptools\gui-64.exe","14336","NotSigned","","no","3471B6140EADC6412277DBBEFE3FEF8C345A0F1A59776086B80A3618C3A83E3B","setuptools"
"site-packages\setuptools\gui-arm64.exe","13824","NotSigned","","no","E694F4743405C8B5926FF457DB6FE7F1A12DEC7C16A9C3864784D3F4E07AE097","setuptools"
"site-packages\sklearn\.libs\msvcp140.dll","642720","Valid","Microsoft Windows Software Compatibility Publisher","yes","639342EA9A67C0009122238CE070A8257E2E04D367D627509FEC29F8442AFB42","sklearn"
"site-packages\sklearn\.libs\vcomp140.dll","213072","Valid","Microsoft Windows Software Compatibility Publisher","yes","F96F3A14D88D8846F31F3AB38A490304CE7D6E4F70FAE4304C63E59C7AEA2D30","sklearn"
"site-packages\sklearn\__check_build\_check_build.cp312-win_amd64.pyd","28672","NotSigned","","no","7150A550E19262F662768B25DA8A255EBE98DB6E7093D86183BE87CD5B862FB0","sklearn"
"site-packages\sklearn\_cyutility.cp312-win_amd64.pyd","128512","NotSigned","","no","36668A85066F4AA3276B27AB5C7904ACEC024FDA078E296F431D34131F63775B","sklearn"
"site-packages\sklearn\_isotonic.cp312-win_amd64.pyd","90624","NotSigned","","no","A311C0562395FC16E68D617CA96D3C09113304340842A7901642628045107CBF","sklearn"
"site-packages\sklearn\_loss\_loss.cp312-win_amd64.pyd","1312768","NotSigned","","no","BB1BA3CC4889E163F1110FC3E36A455ACC466EA5D004341B5A8484EB3270DFFF","sklearn"
"site-packages\sklearn\cluster\_dbscan_inner.cp312-win_amd64.pyd","43520","NotSigned","","no","D0D823DBC3223A5FE428081631268015FFEF921C29D5498BF85783AE41A8C9ED","sklearn"
"site-packages\sklearn\cluster\_hdbscan\_linkage.cp312-win_amd64.pyd","89600","NotSigned","","no","389F894D712908F39AB15FE93DE63479D34B1FEC0D03BB5C718E20580993DA5D","sklearn"
"site-packages\sklearn\cluster\_hdbscan\_reachability.cp312-win_amd64.pyd","144896","NotSigned","","no","DA750E7B1D624399317A9A589EF5C500E081A73C2BC65BB5C77E6BBE835C1AFC","sklearn"
"site-packages\sklearn\cluster\_hdbscan\_tree.cp312-win_amd64.pyd","172032","NotSigned","","no","7F217D88D1BD65CC751642C8195CD496FEEEACF02D170F87014E68DA2A5139DE","sklearn"
"site-packages\sklearn\cluster\_hierarchical_fast.cp312-win_amd64.pyd","117248","NotSigned","","no","DD4285D0592B3C1F4DB58C98ABE0D75C73D2FFCB3F185343D2CD1090053A1B5A","sklearn"
"site-packages\sklearn\cluster\_k_means_common.cp312-win_amd64.pyd","195584","NotSigned","","no","0A2CC3827EDA6419E6A8ED68CD82C10A2C83A5CA44CAFC08461F03B7DEDF0C96","sklearn"
"site-packages\sklearn\cluster\_k_means_elkan.cp312-win_amd64.pyd","215552","NotSigned","","no","EE13277290EBC01511B922ADDF7E2C2B2F3ACE5726F72C2C04CFC6866F4A8060","sklearn"
"site-packages\sklearn\cluster\_k_means_lloyd.cp312-win_amd64.pyd","141824","NotSigned","","no","CE43521D35763B556B967D8A16552928B188178A6405ABFB9E4005E90EC0F4A6","sklearn"
"site-packages\sklearn\cluster\_k_means_minibatch.cp312-win_amd64.pyd","99840","NotSigned","","no","A538997BFC96AC9A39A31F4065C085F1E04F7949B2F62BFCFEBB296330C0E131","sklearn"
"site-packages\sklearn\datasets\_svmlight_format_fast.cp312-win_amd64.pyd","269312","NotSigned","","no","8E5F0C3B89BBE319A7B635BE76FBFA2C45220D52F333A9A030CFE4D5CBEAB72E","sklearn"
"site-packages\sklearn\decomposition\_cdnmf_fast.cp312-win_amd64.pyd","59904","NotSigned","","no","30F9B8817583E1603B68E72C26F68AD959EDE46DA8598B1936C0D480231644EE","sklearn"
"site-packages\sklearn\decomposition\_online_lda_fast.cp312-win_amd64.pyd","83968","NotSigned","","no","E2F94CC12476A64594455C9C9C95E58D642509384FF9FCB37E48E9DA4E1B0BB8","sklearn"
"site-packages\sklearn\ensemble\_gradient_boosting.cp312-win_amd64.pyd","72192","NotSigned","","no","BF5578C4FCBDA0EEFDA63CF0E59FE0F63A84953BF6892FE3880512452990BD61","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\_binning.cp312-win_amd64.pyd","43008","NotSigned","","no","A583C8B6F017E19E8B4DCA031BE7F56A88ED11E0FEBD00F66B0CF5B0953AF759","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\_gradient_boosting.cp312-win_amd64.pyd","48640","NotSigned","","no","F34A140C4F625FF924542ED17CA55BCF32AF043DB56D4AC8AAD98BEB06A9CE53","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\_predictor.cp312-win_amd64.pyd","66560","NotSigned","","no","FA524CA7BC41B84AE126D23968C727487F4D0A1718FE4ADBCA6DD996A3AF810C","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\common.cp312-win_amd64.pyd","32256","NotSigned","","no","56A592E612341C2DC8DA76FF976C97D443B06CC3C1173BA51CFF8F637D10CE3E","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\histogram.cp312-win_amd64.pyd","126976","NotSigned","","no","80506C76ED9F4111D7B6D7E6684C7CEEAD1162F59E0F29362BD69F31B1B936AD","sklearn"
"site-packages\sklearn\ensemble\_hist_gradient_boosting\splitting.cp312-win_amd64.pyd","137728","NotSigned","","no","827DEF82A309C3CAF5740893E15562F858AC15536077C77359873375C12D566B","sklearn"
"site-packages\sklearn\feature_extraction\_hashing_fast.cp312-win_amd64.pyd","60416","NotSigned","","no","C63E6FFF3793AF1459F00E2FD46A99B0FAB43BBAE8E7DC8A23CA6ECB82981695","sklearn"
"site-packages\sklearn\linear_model\_cd_fast.cp312-win_amd64.pyd","309760","NotSigned","","no","F95BDAB8FE77679C062557CB8B427F3A7EDA45796E9D778304DD8B5BB442CD1D","sklearn"
"site-packages\sklearn\linear_model\_sag_fast.cp312-win_amd64.pyd","97280","NotSigned","","no","49D21BC300D5FF1DC95A08FEEC193A8D540AB7C0AF3BBF328BD9AE5C44A459A5","sklearn"
"site-packages\sklearn\linear_model\_sgd_fast.cp312-win_amd64.pyd","139776","NotSigned","","no","A40A93AD43AE8888733BBD171BD321FB2245CB049CD836A93E3559DB00DC3464","sklearn"
"site-packages\sklearn\manifold\_barnes_hut_tsne.cp312-win_amd64.pyd","64512","NotSigned","","no","E272C5632959D2D0012BADE0A95F711C725E96100B83623D5E01A08C8C6D476C","sklearn"
"site-packages\sklearn\manifold\_utils.cp312-win_amd64.pyd","47616","NotSigned","","no","D6D7C8D4558432F4DFEA6C58AE3F6764DF30D86D59232635C6B8782402CB5D5D","sklearn"
"site-packages\sklearn\metrics\_dist_metrics.cp312-win_amd64.pyd","387584","NotSigned","","no","841E0611C4733727F66F8AF31E228B43C397A603E2946AFD4089853A6CE5A2C4","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_argkmin.cp312-win_amd64.pyd","126976","NotSigned","","no","84C040B23D5B22C3683E2606D47B40D6FDA5DA97C13CBA4926098CDE83880B0F","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_argkmin_classmode.cp312-win_amd64.pyd","85504","NotSigned","","no","826F75C253F07171C25E768EB69E68A5DD6EB12528E7B46B663271B469AD6835","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_base.cp312-win_amd64.pyd","108544","NotSigned","","no","CD5567DD02CC1ED037CC406F18ADB6590C26757664B631535401CD78DF40A595","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_datasets_pair.cp312-win_amd64.pyd","198656","NotSigned","","no","49EA248C1204DFAAD0646DF3E78B12A89C8B6B6982729DE43730BB989A6DB44B","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_middle_term_computer.cp312-win_amd64.pyd","206848","NotSigned","","no","4455A516DB14499775B26F9EA2A13FE70E50F99297E682BB04C1D7EFE544C8AF","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_radius_neighbors.cp312-win_amd64.pyd","158720","NotSigned","","no","2311A7520BAFE5420010C1F45F793736B8296493A1820FF7D39F5D055B09121A","sklearn"
"site-packages\sklearn\metrics\_pairwise_distances_reduction\_radius_neighbors_classmode.cp312-win_amd64.pyd","93696","NotSigned","","no","41C84D9AD605D77A041D1579E198826081BAEA73E4EA431431C82780DD53C869","sklearn"
"site-packages\sklearn\metrics\_pairwise_fast.cp312-win_amd64.pyd","84480","NotSigned","","no","7BF407835E0951E98BB4CAC079113B446D5AC77C602701AFCC6E5373413DFE74","sklearn"
"site-packages\sklearn\metrics\cluster\_expected_mutual_info_fast.cp312-win_amd64.pyd","56320","NotSigned","","no","1A6FAA1789B6DAE2CC2E2ABEDCFB609960E3831E90B1611249102BF7EC681FF6","sklearn"
"site-packages\sklearn\neighbors\_ball_tree.cp312-win_amd64.pyd","378880","NotSigned","","no","D3FE5F5412C5990BC24BF6CCD6B44D176617DD578BEDA1396946299ADD0452CA","sklearn"
"site-packages\sklearn\neighbors\_kd_tree.cp312-win_amd64.pyd","379392","NotSigned","","no","4E4078DD17163A261C370104717D1D4DDA74321A017581FC137C3898628B5D76","sklearn"
"site-packages\sklearn\neighbors\_partition_nodes.cp312-win_amd64.pyd","25088","NotSigned","","no","6B6A173C64C6229D2DA65420D6FDD6D24C40D5FC9269C02ECE86E45E44C73BBD","sklearn"
"site-packages\sklearn\neighbors\_quad_tree.cp312-win_amd64.pyd","111616","NotSigned","","no","065D42A4ED3DC39561D062229089FDD60277B183D4F87699A45005D5AA3CC9B1","sklearn"
"site-packages\sklearn\preprocessing\_csr_polynomial_expansion.cp312-win_amd64.pyd","211456","NotSigned","","no","8274ED987527F143763180F84734079C184817165C1ABD8D47FD14BD4FC820A5","sklearn"
"site-packages\sklearn\preprocessing\_target_encoder_fast.cp312-win_amd64.pyd","253952","NotSigned","","no","2EFE881552594ED9EE2013606DBC06C11B4510C421435A08305FA4AA026DED80","sklearn"
"site-packages\sklearn\svm\_liblinear.cp312-win_amd64.pyd","114176","NotSigned","","no","547B99771DE350D78BD1B6F03E2C7B9B7B4F79B8A4D3220BCBFEAA786E2C32E5","sklearn"
"site-packages\sklearn\svm\_libsvm.cp312-win_amd64.pyd","246272","NotSigned","","no","41CB6066EB3BC37C69449DFDE75D698F3D1BCBE4F1AC9A4A876273E7BA6A622E","sklearn"
"site-packages\sklearn\svm\_libsvm_sparse.cp312-win_amd64.pyd","199680","NotSigned","","no","7171083403AD80FF23479895FDD3B61BA4F8FEB3C5AA50E5F059A65C4B0479DC","sklearn"
"site-packages\sklearn\svm\_newrand.cp312-win_amd64.pyd","38912","NotSigned","","no","FB328A3AC6D553E5B84EB8BE2F174F71F89D1CF231DC348CC8296FD280D1A1F8","sklearn"
"site-packages\sklearn\tree\_criterion.cp312-win_amd64.pyd","156672","NotSigned","","no","518624B854974BF2D2C63271B5AB99FB784305D9038C56278131E7B830994A8B","sklearn"
"site-packages\sklearn\tree\_partitioner.cp312-win_amd64.pyd","117760","NotSigned","","no","419F2CE9EBBD25CF590D64AE9FDEAEB13CD05E43527C3DA0A6EB4F28F6F62DBB","sklearn"
"site-packages\sklearn\tree\_splitter.cp312-win_amd64.pyd","90624","NotSigned","","no","EAA68085AFFEE187A52551178D0B68E3C843572B2581187E02F9B6EFD9CEC069","sklearn"
"site-packages\sklearn\tree\_tree.cp312-win_amd64.pyd","285184","NotSigned","","no","7AB19627F18AE6F01432087736022D02D9CD82247BC13BC85C8A3FF3AB90BA9E","sklearn"
"site-packages\sklearn\tree\_utils.cp312-win_amd64.pyd","64512","NotSigned","","no","E05DBB1DA41D1CE6E094ED74B1B9ED90CD280A945350F96C62CF033700BC2BC2","sklearn"
"site-packages\sklearn\utils\_bitset.cp312-win_amd64.pyd","45056","NotSigned","","no","0D6EBFF490D1729DC4F0F0697046D50FD3A6E948C8FD1A1DB59785E9A3D82255","sklearn"
"site-packages\sklearn\utils\_cython_blas.cp312-win_amd64.pyd","148992","NotSigned","","no","F44998E1EC5EC0810B6A88ACA599115533165CE489E839E12248BD95A56E4857","sklearn"
"site-packages\sklearn\utils\_fast_dict.cp312-win_amd64.pyd","91136","NotSigned","","no","D351C53A524B4115E042521D30A468D847DB873387007F45B6D34C0CC094AE2E","sklearn"
"site-packages\sklearn\utils\_heap.cp312-win_amd64.pyd","18432","NotSigned","","no","5AA5523F148682441343577455D2232CEF3E89F1B07A65122D92C4E7442AA583","sklearn"
"site-packages\sklearn\utils\_isfinite.cp312-win_amd64.pyd","58368","NotSigned","","no","BBACE3B364CEB60FEF5533EA148D94A37F1C8D1A43515A306B3B572343A67E18","sklearn"
"site-packages\sklearn\utils\_openmp_helpers.cp312-win_amd64.pyd","43520","NotSigned","","no","2CE9ED438A9A56933BF2905D330D5F8DEEA10F61FA1708079E62C7A0703BFF99","sklearn"
"site-packages\sklearn\utils\_random.cp312-win_amd64.pyd","111616","NotSigned","","no","CB5B19DB12BE7360CB369D705C3AAF1E0F7795A54BB30C1F55C54A64217B5D20","sklearn"
"site-packages\sklearn\utils\_seq_dataset.cp312-win_amd64.pyd","118784","NotSigned","","no","794830C1298BF4CE8DA39CFD89358A9F32154FF77B935F9D2A19533CD57ADDE4","sklearn"
"site-packages\sklearn\utils\_sorting.cp312-win_amd64.pyd","58368","NotSigned","","no","524A6417D0CF8E98C1C745146B6894755390DFF3002AEA76B2A83B2508B5EA03","sklearn"
"site-packages\sklearn\utils\_typedefs.cp312-win_amd64.pyd","75776","NotSigned","","no","B400A6F803FE31B78EF83E2FA95465DAE442DD42021BB8635F66336FE8A519D7","sklearn"
"site-packages\sklearn\utils\_vector_sentinel.cp312-win_amd64.pyd","95744","NotSigned","","no","ED6721B3407C8D10CA9C928B36E7BF976E3F7CC72AEF95336D84C4154D2197C5","sklearn"
"site-packages\sklearn\utils\_weight_vector.cp312-win_amd64.pyd","50688","NotSigned","","no","B8F0917245117C19D73FDF6D9BB77E7CAA816C545EE8EF22BB4EB02C4F73D630","sklearn"
"site-packages\sklearn\utils\arrayfuncs.cp312-win_amd64.pyd","87552","NotSigned","","no","800B1979161F9A223BCC6880DFAEF441D571A4BEA3A77AC84FB4DF62D558EAB8","sklearn"
"site-packages\sklearn\utils\murmurhash.cp312-win_amd64.pyd","61440","NotSigned","","no","F6F5B6ABB690A46759867AF23FE0CBDE6414780218CF76A963AA875056F33E8D","sklearn"
"site-packages\sklearn\utils\sparsefuncs_fast.cp312-win_amd64.pyd","485376","NotSigned","","no","4FFAD48859606CFEFE5AEE0B511A93CDC1B753D21CCBFBBC2E7EB66177D44952","sklearn"
"site-packages\soxr\soxr_ext.pyd","354304","NotSigned","","no","17850A2A3AF1C7F317A13AB5065711E9E40AC3A92CA17FEFB6E4BDA58B7AD908","soxr"
"site-packages\tokenizers\tokenizers.pyd","7847936","NotSigned","","no","05848A2A85E1466D19242499ED6B8C016A886DB79ACA020792AA5598DED77EF9","tokenizers"
"site-packages\torch\_C.cp312-win_amd64.pyd","10752","NotSigned","","no","515F71DB3D2233711A6E1E85057D7BF852F65CC5432BF63644DBE2CAD48B15DE","torch"
"site-packages\torch\bin\protoc.exe","2800640","NotSigned","","no","CAA6C663A7175EDC562F391E62415B3BEA726655211B2203C78AD8D7B3BBF7D7","torch"
"site-packages\torch\lib\c10.dll","1081344","NotSigned","","no","BDD7B87C1BD9EABBC8F6DC8FD08137F9FDB0536DD25BDDB84548B75257B94843","torch"
"site-packages\torch\lib\c10_cuda.dll","412160","NotSigned","","no","70FFA5563B61A8EF4DED697F4E2B017ED5BF6D2472FE781C0F8547A557D8BB5E","torch"
"site-packages\torch\lib\caffe2_nvrtc.dll","54272","NotSigned","","no","6D398471B578A082A2493AAD28F4781ECEBBCC589401DA80B8C601E7F1FEB522","torch"
"site-packages\torch\lib\cublas64_13.dll","50288240","Valid","NVIDIA Corporation","yes","5D083083CDD613577496791DD96D00FE3A78C955684B53CA46A8FFA3E0B1E170","torch"
"site-packages\torch\lib\cublasLt64_13.dll","477896816","Valid","NVIDIA Corporation","yes","E1C26671801ECD435BAF97C6E9CFE28196CF55005C2039356B48030B09CE5DD5","torch"
"site-packages\torch\lib\cudart64_13.dll","470640","Valid","NVIDIA Corporation","yes","58C509047F9DD1879CF82C6D5375A95C02C7BD295AE6C8362C745C936E2AFC31","torch"
"site-packages\torch\lib\cudnn_adv64_9.dll","88123936","Valid","NVIDIA Corporation","yes","8C99FC46CE20A206309E936D029A10C68F3B40B027E6EB41B2B08DCA34E2C1A7","torch"
"site-packages\torch\lib\cudnn_cnn64_9.dll","1428080","Valid","NVIDIA Corporation","yes","C3C2AACF2B61563C72B14D2466DA403C99C13D17DDDDDF62AF2F5A1A299AA3A6","torch"
